tileMap1 = [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
               1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1,
               1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1,
               1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 2, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1,
               1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 2, 0, 0, 1, 0, 1,
               1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1,
               1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1,
               1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1,
               1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1,
               1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1,
               1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 1, 3, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1,
               1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
              ],
    patternMap5 = ['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '',
                  '', '', '', 'dddggg', 'dddggg', '', '', '', '', '', 'bbhh', '', 'bbhh', '', '', '', '', 'bh', '', 'bh', '', 'bh', '', '', '', '', '', '', '', '', '', '',
                  '', '', '', '', '', '', '', '', '', '', 'bbhh', '', 'bbhh', '', '', '', 'hb', '', 'hb', '', 'hb', '', 'hb', '', '', '', '', '', '', '', '', '',
                  '', '', '', '', '', '', '', '', '', 'hhbb', '', 'hhbb', '', 'hhbb', '', '', '', 'bh', '', 'bh', '', 'bh', '', '', '', '', '', '', '', '', '', '',
                  '', '', '', '', '', '', '', '', '', 'hhbb', '', 'hhbb', '', 'hhbb', '', '', 'hb', '', 'hb', '', 'hb', '', 'hb', '', '', '', '', '', '', '', '', '',
                  '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', 'bh', '', 'bh', '', 'bh', '', '', '', '', '', '', '', '', '', '',
                  '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', 'hb', '', 'hb', '', 'hb', '', 'hb', '', '-d-d-d-b-b-g-g-g-h-h', '', '-d-b-b-g-g-g-h-h-d-d', 'b-b-g-g-g-h-h-d-d-d-', '', '', '', '',
                  '', '', '', '', 'bh', '', 'bh', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '-h-d-d-d-b-b-g-g-g-h', '', '', '', '', '', '', '',
                  '', '', 'dg', '', 'dg', '', 'bh', '', '', '', '', '', '', '', '', '', '', '', '', 'bh', '', 'bh', '', '', '-h-h-d-d-d-b-b-g-g-g', '', 'g-g-h-h-d-d-d-b-b-g-', '-g-g-g-h-h-d-d-d-b-b', '', '', '', '',
                  '', 'hb', 'gd--', '', '', '-dg-', '', '', '', '', '', '', '', '', '', '', '', '', 'hb', '', 'hb', '', '', '', '', '', '', '', '', '', '', '',
                  '', '', 'gd', '', 'gd', '', 'gd', '', '', '', '', '', '', 'hhbbdg', '', '', '', '', '', 'bh', '', 'bh', '', '', '', '', '', '', '', '', '', '',
                  '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', 'hb', '', 'hb', '', '', '', '', '', '', '', '', '', '', '',
                  '', 'bbddddddhhgggggg', 'gbbddddddhhggggg', '', 'gggbbddddddhhggg', 'ggggbbddddddhhgg', 'gggggbbddddddhhg', 'ggggggbbddddddhh', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '',
                  '', 'bddddddhhggggggb', '', '', '', '', '', '', '', 'hhbbbh', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '',
                  '', 'ddddddhhggggggbb', 'dddddhhggggggbbd', '', 'dddhhggggggbbddd', 'ddhhggggggbbdddd', 'dhhggggggbbddddd', 'hhggggggbbdddddd', '', '', '', 'hhbbbbhh', '', '', '', '', '', '', '', '', '', '', '', 'hhbbbh', '', '', '', '', '', '', '', '',
                  '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '',
                  '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', 'gddg', '', '', '', '', '', '', '', '', '', 'gdddgg', '', '', '',
                  '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '',
                 ],
    tileLevels = [
        tileMap1,
        tileMap2,
        tileMap3,
        tileMap4,
        tileMap5
    ],
    patternLevels = [
        patternMap1,
        patternMap2,
        patternMap3,
        patternMap4,
        patternMap5
